location,size,total_sqft,bath,price,bhk,price_per_sqft
Warje,2 Bedroom,1200.0,1.0,36.0,2,3000.0
Yerawada,2 BHK,1160.0,2.0,44.0,2,3793.103448275862
Alandi Road,2 BHK,1000.0,2.0,25.0,2,2500.0
Ambegaon Budruk,2 BHK,950.0,2.0,40.0,2,4210.526315789473
Anandnagar,3 BHK,1629.0,3.0,79.0,3,4849.600982197668
Aundh,3 BHK,1580.0,2.0,134.0,3,8481.012658227848
Aundh Road,3 BHK,1826.0,3.0,121.0,3,6626.506024096386
Balaji Nagar,2 BHK,1245.0,2.0,94.0,2,7550.2008032128515
Baner,2 BHK,1145.0,2.0,45.79,2,3999.126637554585
Baner road,2 BHK,825.0,2.0,33.0,2,4000.0
Bhandarkar Road,3 BHK,1693.0,3.0,108.0,3,6379.208505611341
Bhavani Peth,2 BHK,1113.27,2.0,53.0,2,4760.74986301616
Bibvewadi,2 BHK,1460.0,2.0,58.0,2,3972.6027397260273
Bopodi,2 BHK,1050.0,2.0,32.0,2,3047.6190476190477
Budhwar Peth,2 BHK,1260.0,2.0,55.0,2,4365.079365079365
Bund Garden Road,6 BHK,700.0,3.0,120.0,6,17142.85714285714
Camp,2 BHK,1656.0,2.0,120.0,2,7246.376811594203
Chandan Nagar,3 BHK,1208.0,3.0,45.0,3,3725.1655629139073
Dapodi,3 BHK,1910.0,3.0,161.0,3,8429.319371727748
Deccan Gymkhana,4 BHK,3252.0,4.0,230.0,4,7072.570725707257
Dehu Road,2 Bedroom,1200.0,2.0,65.0,2,5416.666666666667
Dhankawadi,4 BHK,1200.0,4.0,175.0,4,14583.333333333334
Dhayari Phata,2 BHK,1175.0,2.0,82.0,2,6978.723404255319
Dhole Patil Road,2 Bedroom,1000.0,2.0,165.0,2,16500.0
Erandwane,4 Bedroom,1200.0,2.0,125.0,4,10416.666666666666
Fatima Nagar,3 BHK,2390.0,3.0,410.0,3,17154.81171548117
Fergusson College Road,7 BHK,12000.0,6.0,2200.0,7,18333.333333333332
Ganesh Peth,2 Bedroom,550.0,1.0,62.0,2,11272.727272727272
Ghorpade Peth,2 BHK,1185.0,2.0,38.0,2,3206.7510548523205
Ghorpadi,2 BHK,750.0,2.0,38.0,2,5066.666666666667
Gokhale Nagar,6 Bedroom,1200.0,7.0,250.0,6,20833.333333333332
Gultekdi,3 BHK,1550.0,3.0,64.5,3,4161.290322580645
Guruwar peth,3 BHK,1760.0,3.0,88.0,3,5000.0
Hadapsar,2 BHK,1125.0,2.0,62.0,2,5511.111111111111
Hadapsar Industrial Estate,3 Bedroom,1350.0,3.0,150.0,3,11111.111111111111
Hingne Khurd,2 Bedroom,1000.0,2.0,55.0,2,5500.0
Jangali Maharaj Road,2 BHK,1090.0,2.0,31.48,2,2888.0733944954127
Kalyani Nagar,2 Bedroom,1200.0,2.0,60.0,2,5000.0
Karve Nagar,3 BHK,1991.0,4.0,103.0,3,5173.279758915118
Karve Road,2 BHK,1060.0,2.0,26.5,2,2500.0
Kasba Peth,2 BHK,1105.0,2.0,75.0,2,6787.330316742082
Katraj,2 BHK,985.0,2.0,67.0,2,6802.030456852792
Khadaki,6 Bedroom,1533.0,5.0,85.0,6,5544.683626875408
Khadki,3 BHK,1590.0,3.0,79.0,3,4968.553459119496
Kharadi,2 BHK,1120.0,2.0,55.0,2,4910.714285714285
Kondhwa,2 BHK,1069.0,2.0,55.0,2,5144.9953227315245
Kondhwa Budruk,3 BHK,1933.0,3.0,140.0,3,7242.628039317124
Kondhwa Khurd,2 BHK,1194.0,2.0,69.0,2,5778.894472361809
Koregaon Park,2 BHK,1150.0,2.0,69.0,2,6000.0
Kothrud,2 BHK,1240.0,2.0,47.12,2,3800.0
Law College Road,2 BHK,1419.0,2.0,48.1,2,3389.7110641296686
Laxmi Road,8 Bedroom,1200.0,8.0,250.0,8,20833.333333333332
Lulla Nagar,3 BHK,2150.0,4.0,240.0,3,11162.790697674418
Mahatma Gandhi Road,3 BHK,1450.0,3.0,55.0,3,3793.103448275862
Mangalwar peth,3 BHK,1630.0,3.0,68.29,3,4189.57055214724
Manik Bagh,2 BHK,708.0,1.0,40.0,2,5649.717514124294
Market yard,3 Bedroom,1000.0,4.0,110.0,3,11000.0
Model colony,4 Bedroom,11890.0,4.0,700.0,4,5887.300252312868
Mukund Nagar,2 BHK,1250.0,2.0,76.0,2,6080.0
Mundhawa,3 BHK,1400.0,2.0,95.0,3,6785.714285714285
Nagar Road,3 BHK,1670.0,2.0,57.0,3,3413.1736526946106
Nana Peth,3 BHK,1750.0,3.0,100.0,3,5714.285714285715
Narayan Peth,2 BHK,1404.0,2.0,71.0,2,5056.980056980057
Narayangaon,3 BHK,1715.0,2.0,95.0,3,5539.35860058309
Navi Peth,1 BHK,630.0,1.0,34.65,1,5500.0
Padmavati,3 BHK,1752.12,3.0,135.0,3,7704.951715635916
Parvati Darshan,3 BHK,1650.0,3.0,78.0,3,4727.272727272727
Pashan,2 BHK,1295.0,2.0,55.47,2,4283.397683397683
Paud Road,3 Bedroom,1800.0,3.0,252.0,3,14000.0
Pirangut,2 BHK,1346.0,2.0,74.03,2,5500.0
Prabhat Road,4 Bedroom,1200.0,4.0,200.0,4,16666.666666666668
Pune Railway Station,2 BHK,1150.0,2.0,55.0,2,4782.608695652174
Rasta Peth,4 Bedroom,3309.0,4.0,325.0,4,9821.698398307646
Raviwar Peth,3 BHK,1190.0,2.0,30.35,3,2550.4201680672268
Sadashiv Peth,3 BHK,1620.0,3.0,98.0,3,6049.382716049383
Sahakar Nagar,2 BHK,950.0,2.0,46.96,2,4943.1578947368425
Salunke Vihar,11 BHK,5000.0,9.0,360.0,11,7200.0
Sasson Road,3 BHK,2450.0,3.0,120.0,3,4897.959183673469
Satara Road,3 BHK,1220.0,2.0,35.23,3,2887.7049180327863
Senapati Bapat Road,2 BHK,850.0,2.0,30.0,2,3529.4117647058824
Shaniwar Peth,2 BHK,1020.0,2.0,63.0,2,6176.470588235294
Shivaji Nagar,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
Shukrawar Peth,2 BHK,1150.0,2.0,126.0,2,10956.521739130434
Sinhagad Road,3 BHK,1760.0,2.0,130.0,3,7386.363636363636
Somwar Peth,3 BHK,1800.0,3.0,110.0,3,6111.111111111111
Swargate,2 BHK,1070.0,2.0,54.0,2,5046.728971962617
Tilak Road,4 Bedroom,1500.0,4.0,220.0,4,14666.666666666666
Uruli Devachi,2 Bedroom,1440.0,2.0,95.0,2,6597.222222222223
Vadgaon Budruk,2 BHK,900.0,2.0,40.0,2,4444.444444444444
Wadgaon Sheri,4 BHK,1200.0,4.0,230.0,4,19166.666666666668
Viman Nagar,2 BHK,1130.0,2.0,42.16,2,3730.973451327434
Vishrant Wadi,2 BHK,1320.0,2.0,165.0,2,12500.0
Wagholi,2 BHK,1270.0,2.0,98.0,2,7716.535433070866
Wakadewadi,2 BHK,1200.0,2.0,62.0,2,5166.666666666667
Wanowrie,4 BHK,4800.0,4.0,235.0,4,4895.833333333333
Warje,2 BHK,1200.0,2.0,74.0,2,6166.666666666667
Yerawada,2 BHK,929.0,2.0,50.17,2,5400.4305705059205
Alandi Road,4 BHK,1150.0,4.0,260.0,4,22608.695652173912
Ambegaon Budruk,4 Bedroom,1125.0,4.0,180.0,4,16000.0
Anandnagar,5 Bedroom,500.0,3.0,65.0,5,13000.0
Aundh,5 Bedroom,1200.0,5.0,190.0,5,15833.333333333334
Aundh Road,3 BHK,1464.0,3.0,56.0,3,3825.136612021858
Balaji Nagar,4 BHK,3600.0,4.0,400.0,4,11111.111111111111
Baner,4 Bedroom,2000.0,4.0,99.0,4,4950.0
Baner road,2 BHK,1208.0,2.0,49.0,2,4056.291390728477
Bhandarkar Road,2 BHK,1130.0,2.0,60.0,2,5309.734513274337
Bhavani Peth,3 BHK,1753.0,3.0,120.0,3,6845.407872219053
Bibvewadi,5 BHK,4500.0,7.0,337.0,5,7488.888888888889
Bopodi,3 Bedroom,600.0,3.0,58.0,3,9666.666666666666
Budhwar Peth,2 BHK,1196.0,2.0,94.42,2,7894.648829431439
Bund Garden Road,2 BHK,1150.0,3.0,52.5,2,4565.217391304348
Camp,2 BHK,1128.0,2.0,63.0,2,5585.106382978724
Chandan Nagar,2 BHK,1000.0,2.0,53.0,2,5300.0
Dapodi,2 BHK,1035.0,2.0,45.0,2,4347.826086956522
Deccan Gymkhana,2 BHK,950.0,2.0,32.0,2,3368.4210526315787
Dehu Road,3 BHK,1075.0,2.0,36.0,3,3348.8372093023254
Dhankawadi,2 BHK,1040.0,2.0,48.5,2,4663.461538461538
Dhayari Phata,2 Bedroom,720.0,2.0,45.0,2,6250.0
Dhole Patil Road,3 BHK,1511.0,3.0,95.0,3,6287.22700198544
Erandwane,3 BHK,1300.0,3.0,58.0,3,4461.538461538462
Fatima Nagar,3 BHK,1545.0,3.0,68.75,3,4449.838187702266
Fergusson College Road,1 BHK,375.0,2.0,26.0,1,6933.333333333333
Ganesh Peth,2 BHK,1062.0,2.0,38.0,2,3578.154425612053
Ganeshkhind,2 BHK,1115.0,2.0,40.0,2,3587.4439461883408
Ghorpade Peth,2 BHK,1000.0,2.0,35.0,2,3500.0
Ghorpadi,2 BHK,883.0,2.0,45.0,2,5096.262740656852
Gokhale Nagar,2 BHK,1195.0,2.0,70.0,2,5857.740585774059
Gultekdi,4 Bedroom,1200.0,3.0,165.0,4,13750.0
Guruwar peth,1 Bedroom,700.0,1.0,41.0,1,5857.142857142857
Hadapsar,2 BHK,1246.0,2.0,67.0,2,5377.2070626003215
Hadapsar Industrial Estate,4 Bedroom,660.0,4.0,90.0,4,13636.363636363636
Hingne Khurd,4 Bedroom,8500.0,4.0,145.0,4,1705.8823529411766
Jangali Maharaj Road,4 BHK,1600.0,4.0,80.0,4,5000.0
Kalyani Nagar,4 BHK,2805.0,5.0,154.0,4,5490.196078431372
Karve Nagar,3 BHK,1584.0,3.0,65.0,3,4103.535353535353
Karve Road,4 Bedroom,3000.0,5.0,275.0,4,9166.666666666666
Kasba Peth,3 BHK,1175.0,2.0,48.0,3,4085.1063829787236
Katraj,3 BHK,1595.0,3.0,115.0,3,7210.031347962383
Khadaki,2 BHK,1353.0,2.0,110.0,2,8130.081300813008
Khadki,3 BHK,1599.0,3.0,125.0,3,7817.385866166354
Kharadi,2 BHK,1150.0,2.0,70.0,2,6086.95652173913
Kondhwa,4 BHK,5230.0,6.0,465.0,4,8891.013384321224
Kondhwa Budruk,2 BHK,1155.0,2.0,42.74,2,3700.4329004329006
Kondhwa Khurd,1 BHK,1200.0,2.0,85.0,1,7083.333333333333
Koregaon Park,2 BHK,1000.0,2.0,25.0,2,2500.0
Kothrud,4 BHK,3000.0,4.0,120.0,4,4000.0
Law College Road,3 BHK,1867.0,3.0,160.0,3,8569.89823245849
Laxmi Road,2 BHK,1251.0,2.0,47.0,2,3756.994404476419
Lulla Nagar,2 BHK,1028.0,2.0,45.5,2,4426.070038910506
Mahatma Gandhi Road,2 BHK,1222.0,2.0,45.0,2,3682.4877250409168
Mangalwar peth,3 BHK,1170.0,2.0,66.0,3,5641.025641025641
Manik Bagh,3 BHK,2400.0,4.0,245.0,3,10208.333333333334
Market yard,3 BHK,1385.0,2.0,48.48,3,3500.361010830325
Model colony,2 BHK,1372.0,2.0,68.0,2,4956.268221574344
Mukund Nagar,3 BHK,1282.0,2.0,49.0,3,3822.1528861154447
Mundhawa,9 BHK,5000.0,9.0,210.0,9,4200.0
Nagar Road,5 Bedroom,3000.0,3.0,528.0,5,17600.0
Nana Peth,2 BHK,1135.0,2.0,39.73,2,3500.440528634361
Narayan Peth,3 BHK,1768.0,3.0,101.0,3,5712.669683257918
Narayangaon,3 BHK,1325.0,2.0,90.0,3,6792.452830188679
Navi Peth,3 BHK,1599.0,3.0,99.0,3,6191.369606003753
Padmavati,3 Bedroom,1500.0,3.0,61.95,3,4130.0
Parvati Darshan,3 Bedroom,2610.0,3.0,499.0,3,19118.773946360154
Pashan,2 BHK,1286.0,2.0,63.0,2,4898.9113530326595
Paud Road,5 BHK,2845.0,5.0,140.0,5,4920.91388400703
Pirangut,3 BHK,1600.0,2.0,50.0,3,3125.0
Prabhat Road,2 BHK,1317.5,2.0,63.77,2,4840.2277039848195
Pune Railway Station,3 BHK,3450.0,5.0,260.0,3,7536.231884057971
Rasta Peth,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
Raviwar Peth,2 BHK,1350.0,2.0,54.0,2,4000.0
Sadashiv Peth,3 BHK,1200.0,2.0,42.0,3,3500.0
Sahakar Nagar,6 Bedroom,1300.0,6.0,145.0,6,11153.846153846154
Salunke Vihar,2 Bedroom,1800.0,1.0,80.0,2,4444.444444444444
Sasson Road,2 BHK,950.0,2.0,40.0,2,4210.526315789473
Satara Road,1 BHK,525.0,1.0,27.25,1,5190.476190476191
Senapati Bapat Road,2 BHK,656.0,2.0,25.0,2,3810.9756097560976
Shaniwar Peth,4 Bedroom,1780.0,4.0,175.0,4,9831.460674157302
Shivaji Nagar,2 BHK,1056.0,2.0,80.0,2,7575.757575757576
Shukrawar Peth,1 BHK,595.0,1.0,33.32,1,5600.0
Sinhagad Road,2 BHK,1080.0,2.0,50.0,2,4629.62962962963
Somwar Peth,3 BHK,2225.0,3.0,160.0,3,7191.011235955056
Swargate,2 BHK,1126.0,2.0,28.15,2,2500.0
Tilak Road,3 BHK,1490.0,3.0,84.0,3,5637.583892617449
Uruli Devachi,4 Bedroom,2000.0,4.0,300.0,4,15000.0
Vadgaon Budruk,3 BHK,1550.0,3.0,100.0,3,6451.612903225807
Wadgaon Sheri,3 BHK,1600.0,3.0,86.0,3,5375.0
Viman Nagar,2 BHK,1160.0,2.0,55.0,2,4741.379310344828
Vishrant Wadi,4 Bedroom,4144.0,4.0,315.0,4,7601.351351351352
Wagholi,3 BHK,2100.0,3.0,125.0,3,5952.380952380952
Wakadewadi,2 BHK,1404.0,2.0,69.3,2,4935.897435897436
Wanowrie,4 Bedroom,2230.0,4.0,225.0,4,10089.686098654709
Warje,3 BHK,1544.0,3.0,120.0,3,7772.020725388601
Yerawada,3 BHK,1305.0,2.0,58.7,3,4498.08429118774
Alandi Road,2 BHK,1230.0,2.0,80.0,2,6504.065040650406
Ambegaon Budruk,2 Bedroom,1200.0,2.0,65.0,2,5416.666666666667
Anandnagar,3 BHK,1460.0,3.0,73.0,3,5000.0
Aundh Road,2 BHK,967.0,2.0,45.0,2,4653.567735263702
Balaji Nagar,1 Bedroom,540.0,1.0,36.0,1,6666.666666666667
Baner,1 BHK,715.0,1.0,46.0,1,6433.566433566433
Baner road,3 BHK,2500.0,3.0,313.0,3,12520.0
Bhandarkar Road,3 BHK,1578.0,3.0,180.0,3,11406.84410646388
Bhavani Peth,2 BHK,1020.0,2.0,48.95,2,4799.019607843137
Bibvewadi,2 BHK,1020.0,2.0,40.0,2,3921.5686274509803
Bopodi,2 BHK,1253.0,2.0,102.0,2,8140.462889066241
Budhwar Peth,2 BHK,1180.0,2.0,42.0,2,3559.322033898305
Bund Garden Road,2 BHK,961.0,2.0,38.0,2,3954.2143600416234
Camp,3 BHK,1419.0,3.0,75.0,3,5285.412262156448
Chandan Nagar,3 BHK,1709.0,3.0,150.0,3,8777.062609713283
Dapodi,2 Bedroom,1600.0,2.0,115.0,2,7187.5
Deccan Gymkhana,1 BHK,416.0,1.0,18.5,1,4447.115384615385
Dehu Road,2 BHK,1100.0,2.0,98.0,2,8909.09090909091
Dhankawadi,3 BHK,1430.0,2.0,65.0,3,4545.454545454545
Dhayari Phata,2 BHK,1260.0,2.0,45.0,2,3571.4285714285716
Dhole Patil Road,3 BHK,1630.0,3.0,85.0,3,5214.7239263803685
Erandwane,3 BHK,1249.0,3.0,44.71,3,3579.663730984788
Fatima Nagar,3 BHK,1450.0,2.0,85.0,3,5862.068965517241
Fergusson College Road,3 BHK,2791.0,3.0,223.0,3,7989.967753493372
Ganesh Peth,1 BHK,600.0,1.0,90.0,1,15000.0
Ganeshkhind,1 BHK,834.0,1.0,60.0,1,7194.244604316546
Ghorpade Peth,3 Bedroom,1125.0,4.0,70.0,3,6222.222222222223
Ghorpadi,3 BHK,2060.0,3.0,140.0,3,6796.116504854369
Gokhale Nagar,7 BHK,12000.0,7.0,2200.0,7,18333.333333333332
Gultekdi,2 BHK,891.0,2.0,25.0,2,2805.8361391694725
Guruwar peth,2 BHK,1133.0,2.0,49.07,2,4330.979699911739
Hadapsar,3 BHK,1075.0,2.0,37.0,3,3441.860465116279
Hadapsar Industrial Estate,4 BHK,3000.0,5.0,260.0,4,8666.666666666666
Hingne Khurd,4 Bedroom,2440.0,5.0,425.0,4,17418.032786885247
Jangali Maharaj Road,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
Kalyani Nagar,2 BHK,1075.0,2.0,45.8,2,4260.46511627907
Karve Nagar,2 BHK,1140.0,2.0,40.0,2,3508.7719298245615
Karve Road,5 Bedroom,940.0,4.0,150.0,5,15957.446808510638
Kasba Peth,6 Bedroom,2160.0,5.0,250.0,6,11574.074074074075
Katraj,2 BHK,1090.0,2.0,42.0,2,3853.211009174312
Khadaki,4 Bedroom,1500.0,4.0,70.0,4,4666.666666666667
Khadki,4 BHK,4104.0,4.0,360.0,4,8771.929824561403
Kharadi,3 BHK,1790.0,3.0,100.0,3,5586.592178770949
Kondhwa,3 BHK,1920.0,3.0,134.0,3,6979.166666666667
Kondhwa Budruk,2 BHK,1374.0,2.0,95.0,2,6914.1193595342065
Kondhwa Khurd,3 BHK,1445.0,3.0,95.0,3,6574.39446366782
Koregaon Park,1 BHK,711.0,1.0,36.0,1,5063.291139240507
Kothrud,3 BHK,1500.0,3.0,95.0,3,6333.333333333333
Law College Road,3 BHK,1720.0,3.0,100.0,3,5813.953488372093
Laxmi Road,3 BHK,1400.0,3.0,60.0,3,4285.714285714285
Lulla Nagar,2 BHK,1030.0,2.0,49.0,2,4757.281553398058
Mahatma Gandhi Road,2 BHK,1200.0,2.0,85.0,2,7083.333333333333
Mangalwar peth,3 BHK,1375.0,3.0,70.0,3,5090.909090909091
Manik Bagh,2 Bedroom,1050.0,1.0,56.0,2,5333.333333333333
Market yard,3 BHK,2250.0,3.0,160.0,3,7111.111111111111
Model colony,2 BHK,1000.0,2.0,50.0,2,5000.0
Mukund Nagar,1 BHK,469.0,1.0,25.0,1,5330.490405117271
Mundhawa,4 BHK,3800.0,4.0,250.0,4,6578.9473684210525
Nagar Road,2 BHK,883.0,2.0,29.0,2,3284.2582106455266
Nana Peth,3 BHK,1820.0,2.0,86.0,3,4725.274725274725
Narayan Peth,3 BHK,1440.0,2.0,65.0,3,4513.888888888889
Narayangaon,6 BHK,3600.0,4.0,160.0,6,4444.444444444444
Navi Peth,4 BHK,2500.0,5.0,325.0,4,13000.0
Padmavati,2 BHK,1225.0,2.0,48.0,2,3918.3673469387754
Parvati Darshan,3 Bedroom,4000.0,3.0,660.0,3,16500.0
Pashan,2 BHK,875.0,2.0,52.8,2,6034.285714285715
Paud Road,1 BHK,750.0,1.0,40.0,1,5333.333333333333
Pirangut,2 BHK,1180.0,2.0,80.0,2,6779.661016949152
Prabhat Road,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
Pune Railway Station,3 BHK,1500.0,2.0,62.0,3,4133.333333333333
Rasta Peth,2 BHK,1160.0,2.0,52.2,2,4500.0
Sadashiv Peth,3 BHK,2378.0,3.0,262.0,3,11017.661900756939
Sahakar Nagar,2 BHK,1128.0,2.0,60.0,2,5319.148936170212
Salunke Vihar,3 BHK,1500.0,3.0,150.0,3,10000.0
Sasson Road,3 BHK,1220.0,2.0,35.23,3,2887.7049180327863
Satara Road,2 BHK,1210.0,2.0,58.0,2,4793.388429752066
Senapati Bapat Road,3 BHK,1100.0,2.0,58.0,3,5272.727272727273
Shaniwar Peth,3 BHK,1200.0,3.0,46.0,3,3833.3333333333335
Shivaji Nagar,4 BHK,3385.0,5.0,260.0,4,7680.945347119646
Shukrawar Peth,3 BHK,1641.0,3.0,66.0,3,4021.9378427787933
Sinhagad Road,2 BHK,1200.0,2.0,45.0,2,3750.0
Somwar Peth,2 BHK,1260.0,2.0,67.39,2,5348.412698412699
Swargate,3 BHK,1720.0,3.0,78.0,3,4534.883720930233
Tilak Road,2 BHK,1132.5,2.0,48.13,2,4249.889624724062
Uruli Devachi,2 BHK,1210.0,2.0,45.98,2,3800.0
Vadgaon Budruk,4 Bedroom,2200.0,4.0,200.0,4,9090.90909090909
Wadgaon Sheri,3 BHK,1075.0,2.0,45.0,3,4186.046511627907
Viman Nagar,3 BHK,1702.0,3.0,130.0,3,7638.07285546416
Vishrant Wadi,2 BHK,1630.0,2.0,200.0,2,12269.938650306749
Wagholi,2 BHK,1141.0,2.0,38.55,2,3378.6152497808935
Wakadewadi,3 BHK,2072.0,3.0,108.0,3,5212.355212355213
Warje,3 Bedroom,1200.0,2.0,70.0,3,5833.333333333333
Yerawada,3 BHK,1350.0,3.0,77.0,3,5703.7037037037035
Alandi Road,4 Bedroom,4046.0,4.0,445.0,4,10998.517053880376
Ambegaon Budruk,3 BHK,1180.0,2.0,78.34,3,6638.983050847458
Anandnagar,3 BHK,35000.0,3.0,130.0,3,371.42857142857144
Aundh,2 BHK,1355.0,2.0,115.0,2,8487.084870848708
Aundh Road,1 Bedroom,600.0,1.0,50.0,1,8333.333333333334
Balaji Nagar,7 Bedroom,1200.0,7.0,150.0,7,12500.0
Baner,3 BHK,1640.0,2.0,120.0,3,7317.073170731707
Baner road,5 Bedroom,1200.0,5.0,100.0,5,8333.333333333334
Bhandarkar Road,3 BHK,1190.0,2.0,57.0,3,4789.915966386555
Bhavani Peth,4 Bedroom,2400.0,4.0,375.0,4,15625.0
Bibvewadi,2 BHK,1019.0,2.0,49.85,2,4892.051030421982
Bopodi,3 BHK,1875.0,3.0,165.0,3,8800.0
Budhwar Peth,3 BHK,1250.0,3.0,40.0,3,3200.0
Bund Garden Road,3 Bedroom,1200.0,3.0,140.0,3,11666.666666666666
Camp,2 BHK,1140.0,2.0,56.0,2,4912.2807017543855
Chandan Nagar,3 BHK,1683.0,3.0,109.0,3,6476.5300059417705
Dapodi,3 BHK,1515.0,3.0,83.3,3,5498.349834983498
Deccan Gymkhana,4 BHK,2118.0,4.0,111.0,4,5240.793201133144
Dehu Road,4 Bedroom,1380.0,3.0,58.0,4,4202.898550724638
Dhankawadi,2 BHK,1083.0,2.0,61.75,2,5701.754385964912
Dhayari Phata,2 Bedroom,600.0,2.0,55.0,2,9166.666666666666
Dhole Patil Road,3 BHK,2300.0,3.0,120.0,3,5217.391304347826
Erandwane,2 BHK,1240.0,2.0,60.0,2,4838.709677419355
Fatima Nagar,3 BHK,1750.0,3.0,120.0,3,6857.142857142857
Fergusson College Road,2 BHK,1230.0,2.0,43.48,2,3534.959349593496
Ganesh Peth,3 Bedroom,1500.0,3.0,139.0,3,9266.666666666666
Ganeshkhind,2 BHK,985.0,2.0,40.39,2,4100.507614213198
Ghorpade Peth,3 Bedroom,1500.0,2.0,87.0,3,5800.0
Ghorpadi,2 BHK,1125.0,2.0,32.49,2,2888.0
Gokhale Nagar,2 BHK,950.0,2.0,44.0,2,4631.578947368421
Guruwar peth,3 BHK,1580.0,3.0,76.0,3,4810.126582278481
Hadapsar,3 Bedroom,1092.0,2.0,98.5,3,9020.14652014652
Hadapsar Industrial Estate,2 BHK,1090.0,2.0,28.34,2,2600.0
Hingne Khurd,3 Bedroom,2264.0,3.0,159.0,3,7022.968197879859
Jangali Maharaj Road,3 BHK,1033.0,2.0,25.53,3,2471.4424007744433
Kalyani Nagar,2 BHK,810.0,2.0,24.5,2,3024.6913580246915
Karve Nagar,2 BHK,1045.0,2.0,45.0,2,4306.2200956937795
Karve Road,2 BHK,1337.0,2.0,82.0,2,6133.1338818249815
Kasba Peth,2 BHK,1200.0,2.0,32.0,2,2666.6666666666665
Katraj,3 BHK,1580.0,3.0,160.0,3,10126.582278481013
Khadaki,3 BHK,1500.0,2.0,54.0,3,3600.0
Khadki,3 BHK,1640.0,4.0,91.0,3,5548.780487804878
Kharadi,3 BHK,1570.0,3.0,62.0,3,3949.044585987261
Kondhwa,3 BHK,1470.0,2.0,82.0,3,5578.231292517007
Kondhwa Budruk,2 BHK,1160.0,2.0,40.61,2,3500.862068965517
Kondhwa Khurd,2 BHK,1050.0,2.0,71.0,2,6761.9047619047615
Koregaon Park,3 BHK,1855.0,3.0,225.0,3,12129.380053908355
Kothrud,3 BHK,1460.0,2.0,90.0,3,6164.3835616438355
Law College Road,3 BHK,1823.0,3.0,100.0,3,5485.463521667581
Laxmi Road,2 BHK,1094.0,2.0,42.0,2,3839.1224862888484
Lulla Nagar,2 BHK,1153.0,2.0,57.0,2,4943.625325238509
Mahatma Gandhi Road,3 BHK,1325.0,3.0,57.0,3,4301.88679245283
Mangalwar peth,4 Bedroom,1200.0,3.0,85.0,4,7083.333333333333
Manik Bagh,3 BHK,1590.0,2.0,125.0,3,7861.635220125786
Market yard,5 Bedroom,1210.0,4.0,160.0,5,13223.140495867769
Model colony,4 Bedroom,1200.0,4.0,220.0,4,18333.333333333332
Mukund Nagar,2 BHK,1202.0,2.0,48.0,2,3993.3444259567386
Mundhawa,2 BHK,1202.0,2.0,53.0,2,4409.317803660566
Nagar Road,2 BHK,1200.0,2.0,62.5,2,5208.333333333333
Nana Peth,3 BHK,1688.0,3.0,118.0,3,6990.521327014218
Narayan Peth,2 BHK,1020.0,2.0,52.0,2,5098.0392156862745
Narayangaon,2 BHK,1185.0,2.0,47.0,2,3966.2447257383965
Navi Peth,2 BHK,1235.0,2.0,52.04,2,4213.765182186235
Padmavati,4 BHK,3205.0,5.0,500.0,4,15600.624024960998
Parvati Darshan,2 BHK,1077.0,2.0,37.64,2,3494.8932219127205
Pashan,3 BHK,1415.0,2.0,66.0,3,4664.310954063604
Paud Road,3 BHK,2330.0,3.0,162.0,3,6952.789699570815
Pirangut,2 BHK,805.0,2.0,35.0,2,4347.826086956522
Prabhat Road,1 BHK,425.0,1.0,20.03,1,4712.941176470588
Pune Railway Station,2 BHK,1155.0,2.0,59.95,2,5190.476190476191
Rasta Peth,4 BHK,5270.0,4.0,1250.0,4,23719.165085388995
Raviwar Peth,2 BHK,656.0,2.0,22.0,2,3353.6585365853657
Sadashiv Peth,2 BHK,1100.0,2.0,48.0,2,4363.636363636364
Sahakar Nagar,2 BHK,1150.0,2.0,52.0,2,4521.739130434783
Salunke Vihar,1 Bedroom,600.0,1.0,60.0,1,10000.0
Sasson Road,2 BHK,1468.0,2.0,140.0,2,9536.784741144415
Satara Road,4 Bedroom,4300.0,5.0,550.0,4,12790.697674418605
Senapati Bapat Road,3 BHK,2280.0,4.0,126.0,3,5526.315789473684
Shaniwar Peth,2 BHK,1341.0,2.0,97.0,2,7233.407904548844
Shivaji Nagar,2 BHK,1279.0,2.0,77.0,2,6020.3283815480845
Shukrawar Peth,4 BHK,2225.0,4.0,98.88,4,4444.044943820225
Sinhagad Road,2 BHK,1185.0,2.0,43.51,2,3671.7299578059074
Somwar Peth,3 BHK,1750.0,3.0,85.0,3,4857.142857142857
Swargate,2 BHK,1152.0,2.0,53.5,2,4644.097222222223
Tilak Road,5 Bedroom,1000.0,4.0,160.0,5,16000.0
Uruli Devachi,2 BHK,1300.0,2.0,36.0,2,2769.230769230769
Vadgaon Budruk,4 Bedroom,2760.0,4.0,155.0,4,5615.942028985507
Wadgaon Sheri,2 BHK,1070.0,2.0,39.0,2,3644.8598130841124
Viman Nagar,2 BHK,1101.0,2.0,45.0,2,4087.193460490463
Vishrant Wadi,2 BHK,775.0,2.0,55.0,2,7096.774193548387
Wagholi,1 BHK,667.0,1.0,36.85,1,5524.737631184408
Wakadewadi,2 BHK,1070.0,2.0,55.0,2,5140.186915887851
